text	type
"本来小编看到你们的名字我就不想回复的（但领导说一定要客客气气的，所以…..）,我们也无奈啊，起个名字也要被你们说，可是你们的名字也麻烦用心取啊，看到你们的名字，稍微知道的人都知道你们是干嘛的啊，能不能专业点，做个XX也要专业点好吗，能不能多注册几个小号，取个好听的名字，再来说小编，好生气哦！
 
 本来我也不想回复的，但看着自己无辜躺枪，真是叔可忍婶婶也不能忍了。楼主的逻辑真是可笑至极，还叫我们专业点，张大你的X眼看清楚，我回复过的帖子比你码的字还多！就事论事而已，给人乱扣帽子，什么意思？骂你们了还是侮辱你们了？！你们平台于11月、12月两次密集变更法人，管理团队都不敢拿出来溜溜，你家股东是电信的还是联通的你都会乱来，搞笑的吗？百度搜索天津电信实业集团，会弹出中国电信的图标来吗？啊？！你用的搜索引擎是八个雅鹿吧？！啊？！"	
还有同业公司的账号就不能回复了吗？回复个投资有风险，理财需谨慎有错吗？	
不错，看到这个才知道俺们家门口还有这样一个背景高大上的平台，我要看看去。	
哈哈，回个帖子2块钱，你赚的不少啊	
这让我想起一家牛逼的淘宝店，专门以差评让很多用户慕名而来，哈哈！刚上线就在用户的风口浪尖上起舞，也是牛逼啊 ，不去投投都对不起我自己 ，哈哈！	
就这样的无辜中枪了，哈哈，明明好好的一个解释说明，愣让他给狗尾续貂般指责这个指责哪个，估计这个运营也是智商低的，好心提醒一下，竟然被小号围攻啊，我决定以后一定会注册个字母和数字组合的账户，不用这个了	
我只能说一句话：平台运营人员的智商堪忧！！！	
确实智商堪忧！！！	
托还真是不少	
欲盖弥彰	
这平台不错，明天再上5万	
看完之后直接哈哈哈了，可能是联通的四级子公司参股的台子，域名用电信的10000号，直接用电信的logo，严肃点，这打jie呢。	
"看模版和恒通金服和全支宝有得一拼，
 还有11月份股东变更可疑啊
 明天打电话去问问天津电信"	
rnmmb？无聊**	
所谓的小编痞气十足	
平台运营人员的智商堪忧！！！明明自己有错！还狡辩一番，投资钱财方面的事来不得半点马虎！随意的信息，随意的答复，随意的网站，安全性能高吗！！！！！！？	
我路过看下回帖，慢慢欣赏这个舞台剧。	
你这么说，小心他家老板又扣他奖金工资哦。这种事情默默知道就行，对付sb的方法就是让他继续sb...	
rnmmb这个已经透露你们平台的性质，哪个正常的平台客服会说这句话？？	
这是平台客服？这是弱智吧？！	
万财金服就那样吧。	
投万财感觉掉坑了，12号投个新手标，到现在没满标，平台也没个投标截止时间！	1
"借口系统升级，什么15+15回款全尼玛骗人的，你系统升级就不能银行卡转账了吗，这些投资人也都是傻X，平台说什么就什么，人家资产转移走了，可恨的逍遥贷大家不要再上当了，抓紧时间收集证据做好报警的准备吧"	1
没钱就直接说没钱  升级系统就是拖延时间  打击诈骗平台  ！	1
大户可以直接报警了，玩的都是一样一样套路	1
赶快报警，不然等资产转移光，毛都没剩下	1
这种平台你们也敢投啊，哥去年用10余个小号撸了一把回款就马上撤了。	1
系统升级神马的都是借口	1
逍遥贷算是完了！！！！！！！！！！！！！！！！升级系统把自己给升级死了	1
"跟骗子讲良心？可笑至极，数据都清空了。。。
 报警吧，可能还能晚会损失。"	1
全国的骗子都一致步伐一个套路，有个好领导	1
打击诈骗平台  ！	1
这帮大骗子，欠钱不还，全家都没有好下场	1
"德福财富利率高达500%的骗子"	1
又来个日化，看来，这种手段还是很好骗人啊。。。	1
看到“日化”两个字就懂了，还会进去的都是些贪心不足蛇吞象的傻X	1
"公司地址：深圳市前海深港合作区前湾一路1号A栋201室 ，
 
 这TM的地址就是个201 室，且不说有么有，就算是真实存在的，也就是说跑就跑。开个公司，不就是几台笔记本电脑和几张桌子和椅子么。雇佣几个人 ，一会就搬完了！"	1
"日化肯定是骗子
 
 大家谨记"	1
这种骗子公司竞然能在网上公开行骗，谁给他的权利！谁来管？天理何在！怪不得现在街上的小偷少见了，原来是换阵地玩高科技了！	1
这种雷了也活该	1
"估计老板客服财务就是同一人，守在家里数钞票、换马甲
 内容都是期权、指数"	1
"我就不相信没人去报警，
 从天眼的举报揭露帖子来看，这个以日化诈骗（团伙）都是从容不迫地撤退、换马甲，一波未平一波又起
 
 那么，监管在哪里？"	1
没人管，police 都是混饭吃的	1
这个帖子七月份就有人爆出来，为什么在八月份期间还是可以访问，还在继续骗人呢？从昨天开始已经完全不能访问了，也就是说骗子已经跑路了？那么被骗的人该怎么维权呢？	1
在这个上面栽了跟头，都不知道该怎么维权了！！！	1
我也是受骗的人，看到德福的日化率偏高，心中也有顾忌，但又想到也许他们拿我们的钱去炒股，回报率可能会高一些，纠结了几天，还跳进陷阱来了。我投了4.38万啊，这是全家节衣缩食了一两年才得的。中招了，怎么办？	1
日化在百度搜索大把，骗人伎俩老旧了。能找到第三方诉苦，肯定是混过的人，比三湘投5万博4K馅饼还大，居然还去相信，无语了。	1
不相信也得相信，还就真的没人管，所以网络电信诈骗蔚然成风，令人触目惊心！	1
深圳市德福财富金融服务有限公司平台涉诈骗金额8亿元以上，让投资者蒙受巨大损失。伸张正义，严惩罪犯!望执法部门立案侦查，取信于民。	1
深圳市德福财富金融服务有限公司平台涉诈骗金额8亿元以上，让投资者蒙受巨大损失。伸张正义，严惩罪犯!望执法部门立案侦查，取信于民。	1
这样的骗子，要抓，抓抓，极刑	1
骗了财富跑路，看看后面没人追查，停下来再继续骗，一点成本没有，这些诈骗犯深知中国警察的无能，丧心病狂，为所欲为！	1
据内部人士爆料，行行贷涉嫌非法集资2亿元，老板徐步明已经卷款跑路，已经下发清盘公告！大家不要再投了！！！	1
"5月18号的一月标，这都逾期一个月了也不见动静！7月5日提现到今天18号资金一直冻结中。请大家小心"	1
"我也是踩这雷了，准备好材料,报警 维权,不要心存幻想了"	1
30秒掉线，8千多标转让排队，最大利转让也根本无人接，死等到期	1
我投的标今年2月14日到期。出现逾期，平台的客服爱理不理，30天后平台有代偿，但没利息。果断将剩下的标转让，朵过一雷。	1
平台早在5月下旬就提现困难了，理财客户资金都进入法人姚元祥口袋了，新闻媒体早就曝光了，使用搜索引擎搜：投融贷诈骗，满满的都是媒体曝光啊，恐怖，赶快报警加入维权队伍吧，请加维权微信15976041000.大家一起维权	1
报警了吗？我 也是这种情况	1
这个平台根本就没钱了	1
员工工资都发不了，哪有钱给你？	1
壹文财富果然一文不值了！老板谎话连篇，行尸走肉般活着。	1
壹文在一骗再骗，拿客户当傻子待	1
壹文就是一个纯骗子，上月30号就申请提现了，打了N次电话都是18号之前还，到了18号，一分钱都没有到帐，我他妈还不是羊毛党，纯投资，这样坑人，以后谁还敢投资，往死走的节奏	1
建议集体维权报警 维护自己的权益！	1
资产已经转移，大不了做几年牢，出来又是一条好汉。	1
我的6月19到期，至现在都不到账，一拖再拖，客服回复要传证，传了也不给提现，骗子。还我血汗钱	1
死骗子，会有报应。小心哪天	1
壹文冻结了我的资金一个多月了，还我本金啊，	1
壹文财富.我5月26日提现.至今不到账..请网贷天眼主持公道.将一文列入问题平台.	1
这是典型的国资背景已雷平台，上市背景目前除了快鹿，目前还未出现第二家控股平台爆雷。	1
工资都发不了，哪有钱给啊？？？？	1
壹文财富没能回光返照，寿终正寝了！	1
提现困难的平台一定是自融，资金池，发假标平台。因为逾期的一个项目只会影响这个项目的投资人。怎么会连其他项目已经还款到账的都不能提现？还有这个平台极不负责任，谎话连篇。我是不会投资的。	1
我们的投资在里面，怎么办呢？	1
"作为网贷投资人，日息平台你或许见过不少，但是日息高达8.88%的平台，你见识过吗？ 今天我们来看看这个神奇的平台——丰登宝。
 
 
 好吧，又是网贷之角首页推广的平台，对这个饱受非议的第三方，在此先不评论。
  第一、利率奇高。平台日息利率在6.58%到8.88%之间。除了贩卖军火毒品，笔者想不到投资什么有这么高的收益，就是连续有黑天鹅事件下的金价，也不可能如此疯狂。
 
 第三、平台声称有第三方担保机构担保，但仔细一看，担保机构中居然首先就公司本身，如此明目张胆的自我担保！再往后看，居然还有普华永道会计师事务所，什么时候会计师事务所也成担保机构了？  平台还说有风险保证金，存在香港汇丰银行，太高大上了，大陆几百家银行都不入你们的法眼，要千里迢迢存在香港的银行！"	1
